run_id,study,kind,L,U,g,lambda,accepted,mode,E_real,E_imag
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,133,1.6355389835052767,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,134,1.699099568744613,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,135,1.7615196750899689,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,136,1.8225880277060023,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,137,1.8821294071918646,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,138,1.939995340914665,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,139,1.9960571501667213,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,140,2.0502011583967126,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,141,2.1023253925476606,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,142,2.1523371388244366,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,143,2.2001508875508016,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,144,2.2456864471009577,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,145,2.2888673044929884,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,146,2.3296195528294152,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,147,2.3678717052854337,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,148,2.403555400790779,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,149,2.4366065990892394,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,150,2.4669667056607407,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,151,2.4945832555850647,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,152,2.5194101023713733,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,153,2.5414072573603907,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,154,2.5605405443407676,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,155,2.5767811484076684,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,156,2.590105044616769,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,157,2.60049227165356,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,158,2.607926165411644,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,159,2.612393057710792,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,0,2.5681224012263026,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,1,2.5215895702830364,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,2,2.444958692517608,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,3,2.339699971230769,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,4,2.2082382272400793,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,5,2.0531452871974043,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,6,-2.568122401226314,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,7,-2.5215895702830373,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,8,-2.444958692517607,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,9,-2.3396999712307602,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,10,-2.208238227240083,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,11,1.8773188395119351,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,12,-2.053145287197414,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,13,-1.8773188395119278,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,14,1.685497969436882,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,15,1.4875999169269523,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,16,1.4684791808377409,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,17,1.4229786544680785,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,18,1.3537112370971078,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,19,1.2900767633431471,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,20,1.2516615101599702,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,21,1.0842120364225014,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,22,1.1238293343197796,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,23,0.97302207133762,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,24,0.8420826280800665,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,25,0.8035206571373306,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,26,0.6319009846446597,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,27,0.6047805976056727,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,28,0.46382739675644685,0.0
